label,max_temp,min_temp,max_wind_speed,min_wind_speed,precipitation_sum,par_total,root_zone_soil_wetness,surface_soil_wetness,humidity,earth_skin_temp
Scald,36.9857,7.5105,3.6994,0.0515,412.6907,7.8988,0.514,0.4953,10.15,22.6689
Leaf-folder Injury,43.2423,1.4948,8.3132,0.007,108.3192,7.6086,0.3954,0.3244,6.4816,23.2284
Healthy,35.377,10.5031,5.2445,0.1198,479.5987,7.4498,0.6589,0.6538,12.6382,22.7626
Healthy,38.0613,7.6092,4.9121,0.0581,387.2459,8.1434,0.5058,0.4747,9.7281,22.1535
Tungro,36.7017,10.922,5.871,0.0631,343.8179,8.0163,0.5362,0.5305,12.7645,23.629
Scald,37.6572,7.2278,5.7533,0.0609,153.8013,7.6285,0.5018,0.4914,10.2501,22.3045
Tungro,43.1686,2.0903,8.2819,0.0108,104.3467,7.6627,0.3982,0.3173,6.4788,23.1281
Blast,36.4063,10.599,6.0383,0.0516,173.3702,7.8897,0.4645,0.4278,11.7625,24.0603
Blast,38.8834,6.6945,3.7548,0.0056,246.7909,7.8787,0.5362,0.5209,10.6941,22.1768
Insect Infestation,44.8122,5.1539,5.6324,0.0383,54.7452,7.487,0.4488,0.3636,6.7597,23.3405
Stripes,36.9223,9.6122,7.1077,0.037,136.6488,7.7064,0.5118,0.484,12.095,23.7561
Healthy,41.0156,5.7022,7.6101,0.0203,112.0675,7.5864,0.4215,0.3679,7.2928,22.4432
Blast,37.7115,5.2352,4.416,0.08,375.1305,7.1064,0.5619,0.5693,9.9549,21.9162
Healthy,41.8815,6.445,5.9362,0.03,85.1406,7.4451,0.5016,0.4786,8.8259,23.8907
Blast,42.6905,7.1861,5.6587,0.1058,135.2983,7.0303,0.5343,0.5002,10.6871,23.5465
Healthy,42.4232,6.672,6.8818,0.0143,82.2717,7.1268,0.4882,0.4487,8.8797,23.044
Leaf-folder Injury,38.7498,8.0718,4.2296,0.0253,422.4636,7.6258,0.4601,0.4437,9.8878,22.6861
Tungro,42.7479,7.2962,7.6263,0.0112,62.0636,7.47,0.4114,0.331,7.4034,23.3267
Leaf-folder Injury,44.1369,6.4908,6.4609,0.0986,56.9187,7.389,0.4668,0.3932,7.8432,24.3239
Stripes,42.8899,6.6824,7.5894,0.0071,62.7233,7.4798,0.4053,0.3421,7.361,23.4905
Stripes,36.7364,9.9134,5.8289,0.0418,186.756,8.0794,0.475,0.4354,12.2396,23.7869
Blast,37.5501,5.2559,4.466,0.0806,309.3293,7.123,0.5517,0.5548,9.9403,22.0118
Tungro,41.9054,8.5063,6.0773,0.0454,107.5739,7.8614,0.4901,0.3585,9.5306,25.4045
Healthy,42.4806,8.347,5.676,0.0637,66.3839,7.4429,0.4399,0.3547,7.7328,24.8507
Tungro,41.0425,7.8615,8.1439,0.0175,105.9161,7.054,0.4444,0.4113,7.704,22.6117
Blast,40.9692,5.623,7.8595,0.0211,123.8646,7.5988,0.4177,0.3709,7.3622,22.5487
Scald,38.7298,10.5565,6.8775,0.0931,57.0704,7.5762,0.5477,0.4977,12.5377,24.7121
Leaf-folder Injury,41.7,6.0902,6.7211,0.0418,75.1538,7.6271,0.3577,0.2699,5.921,22.7893
Scald,36.4659,8.6536,1.221,0.0069,82.5012,8.2581,0.4177,0.3609,8.8671,22.6084
Healthy,42.7238,8.1667,5.3623,0.0592,72.4731,7.4547,0.4377,0.3553,7.7369,24.8466
Blast,46.846,7.4352,4.9369,0.0343,154.2259,6.996,0.5816,0.524,10.7959,24.5117
Healthy,35.6325,10.4656,5.6229,0.1184,470.621,7.384,0.6717,0.6553,12.5346,22.6256
Stripes,36.1178,6.147,0.8814,0.0115,371.1059,7.8773,0.5075,0.5501,11.2991,21.2653
Healthy,44.1256,6.581,6.5076,0.0972,56.4408,7.4272,0.4645,0.3943,7.8371,24.1015
Healthy,39.054,7.0234,3.8221,0.0104,221.911,7.7286,0.5378,0.5272,10.6251,22.2044
Blast,41.1298,5.5965,7.8431,0.022,119.7826,7.6104,0.4208,0.3743,7.4853,22.2623
Tungro,40.8638,5.6575,7.6588,0.0202,129.9614,7.6176,0.4235,0.3651,7.2178,22.2892
Tungro,41.8244,6.3044,6.7025,0.0425,78.2815,7.6049,0.3573,0.2671,5.8793,22.7193
Healthy,44.2086,7.5312,6.6097,0.1564,64.3097,7.8877,0.4921,0.3477,10.0146,26.0485
Healthy,36.1975,7.1114,4.7289,0.0548,711.9305,7.1475,0.5718,0.5667,12.5519,23.007
Healthy,42.666,6.6181,6.0504,0.0261,87.2518,7.5175,0.5028,0.4776,8.9952,23.669
Healthy,40.4956,6.2267,7.226,0.0215,95.6935,7.3101,0.4269,0.3934,7.8919,22.454
Blast,39.7986,10.0502,6.6814,0.0395,58.4094,8.3504,0.4519,0.4023,11.3611,24.3335
Insect Infestation,40.7674,5.684,7.617,0.0172,110.1724,7.5924,0.4155,0.3745,7.3282,22.3753
Blast,33.0669,8.8583,6.3411,0.0406,780.9676,7.6547,0.642,0.6482,13.4879,22.6867
Leaf-folder Injury,44.7485,6.2494,5.1771,0.0467,58.135,7.5277,0.4543,0.3742,8.4424,24.5975
Healthy,41.0703,5.6929,7.6917,0.0214,131.727,7.574,0.4152,0.372,7.2161,22.4984
Tungro,44.075,8.1983,6.6633,0.0545,123.5321,7.0882,0.4997,0.4089,11.0241,26.7768
Blast,41.2783,5.7049,7.7376,0.0237,133.2511,7.6128,0.4175,0.3677,7.1386,22.4123
Leaf-folder Injury,40.7542,7.8555,7.9825,0.0247,102.6035,7.0544,0.4427,0.4055,7.7299,22.4386
Scald,40.0123,5.136,5.7559,0.1325,299.9632,7.6897,0.5643,0.505,10.9561,24.5901
Healthy,42.8118,9.2501,5.205,0.031,116.0171,8.1599,0.5071,0.3954,10.5735,26.1634
Blast,36.8997,7.4254,1.1807,0.0018,262.0046,7.8363,0.4395,0.4094,9.5109,21.851
Healthy,41.073,7.3346,5.0505,0.0145,407.1728,7.5671,0.6502,0.6387,11.4088,22.5088
Stripes,41.4966,5.528,6.261,0.037,81.6772,7.6132,0.3546,0.2608,5.9064,22.6441
Tungro,36.7141,8.6306,4.3515,0.0382,510.4836,7.4818,0.5152,0.5184,10.9292,23.2528
Blast,36.3221,10.3922,5.5395,0.0939,172.9862,8.8325,0.4742,0.4281,11.9963,23.7787
Healthy,36.0164,5.864,0.9164,0.0103,350.0438,7.8665,0.5318,0.5607,11.1599,21.2147
Healthy,37.6864,7.2833,3.9294,0.0138,359.5272,7.5304,0.5569,0.5507,10.9066,22.2246
Blast,39.7921,5.4538,5.7112,0.1264,305.9298,7.731,0.564,0.5015,11.0747,24.191
Stripes,36.646,8.3888,3.748,0.0546,354.0554,7.911,0.5503,0.5356,10.8972,22.1055
Stripes,40.8479,5.5376,7.7952,0.021,130.752,7.5644,0.4191,0.3657,7.3104,22.5208
Stripes,38.7351,7.3488,1.0698,0.0113,111.3831,8.165,0.4928,0.4973,10.2473,21.3347
Blast,38.2594,7.7174,1.5977,0.018,174.6783,7.6009,0.4721,0.4746,10.336,21.7305
Insect Infestation,44.8527,6.438,8.1381,0.0423,127.858,6.7726,0.4637,0.4332,7.9151,22.0265
Healthy,37.7725,7.9945,4.2066,0.0308,426.2014,7.5458,0.5909,0.6065,11.0718,21.6541
Blast,37.5732,10.9834,1.8346,0.0079,49.5609,8.3672,0.4141,0.3344,8.9946,23.0536
Insect Infestation,43.6615,2.6269,6.6655,0.0224,77.1239,7.4817,0.4316,0.346,7.0384,23.9904
Insect Infestation,38.8116,7.3516,1.528,0.0101,62.7725,8.1242,0.4807,0.4544,9.8941,21.432
Leaf-folder Injury,40.5242,6.2949,7.0382,0.0159,101.6482,7.2964,0.4262,0.3921,7.9081,22.4431
Healthy,41.1689,6.0703,7.0825,0.0233,103.3554,7.3052,0.4282,0.3936,7.9161,22.1753
Insect Infestation,38.2784,8.4088,5.0545,0.058,468.4277,7.76,0.528,0.4848,11.1396,22.9706
Stripes,37.4618,9.9518,6.3051,0.0799,59.3275,8.2762,0.4716,0.4348,12.5129,25.1675
Leaf-folder Injury,41.0846,5.5837,7.7152,0.0222,141.0373,7.601,0.4169,0.3646,7.1522,22.2999
Scald,39.023,9.6232,6.7752,0.0249,150.2576,7.0253,0.6056,0.6033,13.0622,23.8226
Healthy,39.5674,6.29,5.1512,0.0517,420.8382,7.4614,0.5289,0.5204,10.9861,22.3801
Stripes,37.8412,8.129,4.5072,0.0306,446.0588,7.5449,0.589,0.6096,10.8135,21.4662
Scald,36.9199,7.8405,4.6317,0.01,427.438,7.4772,0.5775,0.5996,11.5566,21.8583
Blast,40.9409,5.5524,7.6245,0.0225,131.1881,7.5727,0.4155,0.3771,7.2531,22.2968
Scald,40.8691,7.3653,4.6748,0.0159,425.2038,7.5559,0.6576,0.6409,11.2279,22.4136
Leaf-folder Injury,44.7465,5.8704,5.5628,0.0385,52.881,7.4552,0.4438,0.3628,6.8564,23.4512
Insect Infestation,31.8215,8.3818,4.5491,0.0727,1377.3511,7.4284,0.6825,0.6841,12.7784,21.7751
Stripes,41.8725,6.4946,5.964,0.0814,99.5939,7.4758,0.4455,0.3695,7.9676,24.2829
Blast,36.6593,11.0958,5.6026,0.0486,172.9034,7.8707,0.4667,0.4274,11.7299,24.0876
Tungro,37.7503,7.356,3.9663,0.0203,408.8276,7.4946,0.5598,0.5495,10.9603,22.2921
Leaf-folder Injury,39.5858,5.2787,5.7394,0.1263,301.6898,7.7066,0.557,0.5049,11.1275,24.5663
Blast,40.9681,5.6333,7.5142,0.0175,122.5442,7.5746,0.4228,0.3662,7.3414,22.3124
Blast,44.7843,5.3396,5.5152,0.0388,54.1959,7.5177,0.4416,0.3611,6.7864,23.2381
Healthy,35.2006,10.6985,5.1538,0.1168,495.4199,7.4783,0.6651,0.6551,12.6368,22.5338
Blast,40.7673,6.3713,7.1659,0.0232,100.9897,7.3212,0.424,0.3918,7.9061,22.1071
Healthy,43.1786,5.2264,5.6898,0.0959,154.0245,8.4313,0.4656,0.4224,7.9972,23.2729
Blast,40.2897,6.082,6.7571,0.0106,81.9187,7.2658,0.4098,0.3727,8.0044,22.6801
Tungro,37.053,9.2257,1.0471,0.0183,133.3804,8.2296,0.4244,0.3883,10.3787,22.998
Blast,40.8205,5.5073,7.7336,0.0218,111.6768,7.5691,0.4198,0.3702,7.2579,22.3427
Leaf-folder Injury,38.8861,6.9805,4.1982,0.0361,479.1593,7.6639,0.4867,0.4711,9.99,22.0477
Healthy,35.6067,8.0772,5.1239,0.037,405.4688,7.5568,0.543,0.5302,11.5691,22.6137
Tungro,39.4503,6.4398,5.2354,0.0316,195.0763,6.9617,0.4506,0.4077,9.2125,24.7019
Tungro,41.2109,5.7704,7.8518,0.021,126.5094,7.5966,0.4191,0.366,7.2894,22.2398
Scald,38.621,6.8839,4.2192,0.0417,467.0655,7.644,0.4919,0.4778,9.8366,22.1479
Insect Infestation,43.6251,7.1571,7.9607,0.0507,37.361,7.4419,0.4392,0.3758,7.0726,23.0027
Blast,40.7493,4.8783,4.7253,0.0455,253.9993,7.0071,0.4923,0.4592,9.9381,23.6778
Insect Infestation,36.4,6.9241,3.8469,0.0764,394.785,7.7426,0.5547,0.5525,10.9922,21.4103
Scald,41.2822,5.6433,7.7622,0.0195,135.5648,7.6137,0.4243,0.364,7.2291,22.258
Insect Infestation,36.9168,8.034,4.4707,0.0141,409.5881,7.4455,0.5809,0.5973,11.5373,21.7236
Tungro,44.2705,6.3136,6.421,0.0972,63.0736,7.3468,0.4568,0.3886,7.8334,24.4762
Leaf-folder Injury,42.1745,6.3608,4.6286,0.0543,150.6789,7.6174,0.4601,0.4153,8.7961,24.2829
Scald,38.4747,7.2975,4.4643,0.0373,430.2403,7.5646,0.4811,0.4839,10.0196,21.9874
Insect Infestation,40.7742,6.3038,7.2918,0.0191,101.7656,7.326,0.4254,0.3916,7.8804,22.4796
Blast,40.806,7.7747,8.1882,0.0238,106.4733,7.0782,0.4461,0.4016,7.6988,22.7639
Scald,36.7993,10.2034,6.3237,0.0963,174.2024,8.9195,0.4756,0.4416,12.4945,23.7758
Scald,40.7411,9.6763,5.9995,0.0343,32.3065,8.028,0.4587,0.406,11.6039,24.9045
Insect Infestation,40.7189,4.9515,4.5697,0.0365,255.8618,7.0588,0.488,0.4548,9.792,23.9202
Stripes,43.077,1.9859,8.449,0.0063,112.1279,7.6377,0.3996,0.3292,6.4939,23.2951
Tungro,43.7226,6.7227,9.3992,0.0392,103.1948,6.9437,0.3983,0.344,7.2962,24.7134
Healthy,42.8799,7.0036,7.3858,0.0104,66.4342,7.4439,0.4105,0.3419,7.4322,23.4133
Tungro,39.6317,5.2319,5.5902,0.1323,350.7583,7.7333,0.5553,0.5103,11.1674,24.4024
Scald,43.2561,2.0391,8.3176,0.0113,106.6109,7.6228,0.3991,0.3196,6.5385,23.1968
Insect Infestation,37.7467,7.6177,1.2402,0.0047,108.3473,8.0398,0.481,0.4913,10.33,21.5601
Blast,42.8242,6.851,7.3785,0.0084,64.9185,7.4389,0.4128,0.3444,7.3959,23.5221
Healthy,37.1146,6.9498,5.7296,0.0567,142.5204,7.7364,0.5169,0.5064,10.2714,22.5462
Blast,36.8689,8.8638,4.663,0.0394,545.5134,7.4347,0.5344,0.513,11.3072,22.9465
Blast,40.5656,6.4231,7.0677,0.0243,100.1845,7.2885,0.4247,0.3965,7.8925,22.4255
Healthy,40.355,8.0969,8.0703,0.0207,108.5555,7.0493,0.4447,0.4033,7.7098,22.747
Stripes,35.0842,10.3995,5.5926,0.1214,516.0086,7.4692,0.6507,0.6661,12.5134,22.4364
Tungro,36.355,7.7033,1.3998,0.0014,253.5374,7.7196,0.4414,0.4084,9.6599,21.9374
Healthy,41.5764,6.5834,9.0634,0.011,54.5469,7.3032,0.4577,0.4288,8.0615,22.5146
Scald,36.99,7.2205,3.7102,0.0488,351.1111,7.9241,0.5038,0.496,10.217,22.6241
Healthy,43.4813,7.6103,7.9772,0.0474,40.1792,7.445,0.4364,0.385,7.218,22.9882
Stripes,38.0325,7.5355,5.1243,0.0621,352.2,8.158,0.486,0.4783,9.9278,22.17
Blast,43.1004,1.7639,8.4786,0.008,99.5653,7.5752,0.4009,0.3146,6.5055,23.162
Leaf-folder Injury,35.9235,8.293,5.3837,0.0421,439.8287,7.537,0.541,0.5245,11.3586,22.5809
Scald,39.3754,9.8956,5.6057,0.0073,78.0578,7.9771,0.5137,0.4885,12.5381,23.9162
Stripes,41.288,6.7249,4.8142,0.0625,250.7532,7.9427,0.5003,0.4644,8.9787,22.1548
Scald,43.4564,7.39,8.0447,0.0507,36.2707,7.3981,0.4407,0.3805,7.0977,22.9189
Healthy,40.9515,7.0456,4.9899,0.0272,415.7169,7.5775,0.6642,0.6352,11.2108,22.5228
Blast,36.6971,8.3627,4.4298,0.0116,492.3247,7.4155,0.577,0.5966,11.3768,21.8136
Leaf-folder Injury,40.4712,7.038,5.0092,0.0202,392.6474,7.545,0.6607,0.6457,11.2304,22.5471
Blast,36.9027,7.7149,4.7122,0.0119,497.9844,7.4074,0.5818,0.5824,11.6041,21.7725
Leaf-folder Injury,36.3068,11.1711,6.0872,0.1006,227.2491,7.5876,0.4662,0.4288,12.0505,24.4889
Stripes,33.6489,8.8525,1.4219,0.024,734.6989,7.9433,0.5589,0.5858,11.7309,21.1585
Healthy,41.3058,5.551,7.5974,0.0198,130.1958,7.5986,0.4135,0.3633,7.3574,22.4076
Healthy,44.4858,6.5865,8.1559,0.0386,128.7181,6.7502,0.462,0.4405,7.9058,21.8565
Insect Infestation,38.6895,6.3188,6.7858,0.0053,80.7318,7.2049,0.4338,0.3927,7.963,21.9815
Insect Infestation,40.9331,5.5237,7.6923,0.0169,117.866,7.5361,0.4224,0.3725,7.2904,22.3877
Scald,41.5302,9.8008,7.5424,0.0884,87.4923,7.5881,0.4098,0.364,7.6229,23.2551
Healthy,40.8139,5.616,7.7048,0.019,125.9861,7.5882,0.4177,0.3673,7.3448,22.3638
Healthy,41.6315,9.9829,4.3588,0.014,165.7647,7.9559,0.4805,0.4709,10.1447,23.4469
Blast,45.1085,7.8525,6.6157,0.1543,68.8388,7.9399,0.4894,0.3599,10.0337,26.3693
Stripes,41.49,5.7452,6.4367,0.0417,86.937,7.5729,0.3578,0.2614,5.7207,22.7114
Healthy,38.261,7.4785,1.1835,0.0118,174.6871,7.6697,0.4745,0.4674,10.4162,21.7813
Stripes,43.5836,7.4729,7.8992,0.0513,35.1252,7.4234,0.4424,0.3846,7.0707,22.9604
Stripes,37.4363,6.8832,1.0263,0.0082,50.4032,8.339,0.4728,0.4654,9.4554,21.8188
Insect Infestation,42.9657,6.6288,7.2932,0.0122,67.3548,7.4757,0.4113,0.3398,7.426,23.3704
Blast,40.7747,5.605,7.7101,0.0205,136.6863,7.6021,0.423,0.3712,7.3678,22.4002
Insect Infestation,41.4071,6.3791,5.3092,0.0123,170.3032,8.1803,0.5035,0.4181,10.2341,25.1307
Scald,36.7855,11.304,5.6677,0.1098,224.8141,7.7,0.4679,0.4297,11.9217,24.4262
Scald,37.6272,6.2936,6.5332,0.0407,325.5221,7.0685,0.5212,0.5111,9.2994,21.0318
Healthy,41.7056,7.471,5.3654,0.1427,137.5135,7.7777,0.4979,0.3854,9.5757,25.6909
Leaf-folder Injury,38.3112,7.3913,1.0409,0.0134,119.2385,8.0767,0.4903,0.5015,9.9684,21.289
Blast,43.5539,7.1179,7.9477,0.0499,39.8321,7.4232,0.4413,0.3802,7.1125,23.0159
Healthy,40.7256,7.6815,7.9422,0.0184,102.9663,7.0711,0.4393,0.4113,7.704,22.6147
Stripes,40.4876,6.3403,8.4408,0.0425,146.3303,7.1373,0.4257,0.403,8.3146,22.1673
Leaf-folder Injury,39.3753,4.5599,4.9118,0.0805,172.899,8.0084,0.4771,0.4524,10.1388,23.0261
Healthy,42.8052,6.9881,7.5337,0.0109,61.0401,7.4595,0.4046,0.3445,7.3961,23.4182
Blast,42.8732,8.9431,5.43,0.0592,65.9168,7.9961,0.513,0.4124,9.6185,26.0854
Blast,37.2172,10.4015,6.4165,0.0663,141.9772,7.6122,0.5853,0.5655,13.0582,23.3607
Insect Infestation,43.5294,7.7366,7.7534,0.0524,38.1825,7.4458,0.4475,0.3766,7.0364,22.9345
Healthy,43.8076,6.4443,6.4595,0.1014,59.5033,7.4176,0.4632,0.3991,7.83,24.1838
Scald,40.8484,5.4657,7.7018,0.0172,130.8466,7.5625,0.4217,0.3669,7.3699,22.4264
Healthy,41.637,5.8139,6.52,0.0421,78.9933,7.6432,0.3622,0.2648,5.7549,22.6819
Leaf-folder Injury,43.8415,6.7796,6.814,0.0955,59.3163,7.3253,0.4606,0.3909,7.8292,24.2262
Stripes,42.2915,8.5038,5.9893,0.019,228.2362,7.9191,0.5264,0.4421,10.1756,24.8176
Stripes,35.1178,10.3776,5.2044,0.1195,476.2537,7.4076,0.6592,0.6555,12.6648,22.5856
Healthy,36.6007,8.5134,1.5809,0,99.4531,7.8673,0.4123,0.3371,9.6677,22.2908
Insect Infestation,41.7785,6.0753,6.597,0.0396,80.561,7.5977,0.3561,0.2648,5.7495,22.9484
Stripes,43.5697,2.4643,6.8328,0.0203,83.9243,7.4937,0.4323,0.3476,7.1358,23.9018
Stripes,35.938,11.1746,5.7535,0.0609,355.9212,8.0873,0.5568,0.5457,12.83,23.4334
Blast,43.8999,6.6481,9.2789,0.0394,103.5333,6.945,0.3986,0.3353,7.284,24.7557
Stripes,37.1453,10.1946,5.9568,0.0919,169.3342,8.9318,0.479,0.4338,12.4407,23.8361
Stripes,41.5052,9.6929,4.1588,0.0066,181.4742,8.022,0.4847,0.4726,10.1101,23.3627
Tungro,37.119,7.6656,0.9476,0.0127,64.4472,8.2574,0.4087,0.3489,9.1442,22.4975
Scald,39.9631,6.5788,6.4205,0.0022,58.5461,7.0936,0.4163,0.3739,7.9058,22.4582
Insect Infestation,42.4524,8.4178,4.2717,0.0354,227.4268,7.1229,0.5483,0.4665,10.1702,25.1643
Blast,43.468,2.4758,6.9643,0.0204,82.6884,7.4471,0.4298,0.3428,7.1808,24.0634
Blast,39.734,6.0425,4.8916,0.053,464.6586,7.4085,0.5389,0.5328,10.8874,22.3666
Stripes,44.3683,7.1914,6.587,0.1526,77.9134,7.9214,0.4923,0.3491,10.0532,25.9971
Leaf-folder Injury,44.6239,6.7301,6.2179,0.0344,118.8727,6.7376,0.446,0.3846,8.9202,25.5211
Leaf-folder Injury,38.904,7.9101,4.1092,0.0276,460.2667,7.5942,0.4503,0.451,9.8972,22.8416
Tungro,40.7183,5.6444,7.7464,0.02,110.1577,7.596,0.4163,0.3712,7.198,22.3652
Scald,36.5444,10.3093,5.8718,0.0531,169.1615,7.9869,0.4668,0.4383,11.8068,24.0813
Tungro,38.2714,7.7545,4.5349,0.0549,362.4989,8.1411,0.4978,0.4704,9.6171,22.229
Blast,38.2115,11.49,6.0941,0.0548,168.6233,7.8137,0.5129,0.4811,12.846,24.9922
Blast,41.0178,5.6389,7.7843,0.0189,113.3477,7.5832,0.4177,0.3695,7.2296,22.3551
Scald,38.2891,8.0467,4.6316,0.0588,441.8082,7.7184,0.5024,0.4911,11.1854,23.0091
Scald,38.3749,9.2445,1.1481,0,111.5888,8.3548,0.4198,0.385,9.4795,22.0216
Blast,38.342,7.9139,0.8826,0.0097,175.0419,7.7397,0.4738,0.4649,10.4826,21.8879
Scald,38.8873,7.7654,4.0608,0.0278,436.4423,7.5862,0.4548,0.4452,10.0221,22.7932
Healthy,37.4417,8.4699,3.4157,0.044,383.9794,7.865,0.5472,0.5363,10.9901,22.3243
Healthy,38.4467,7.423,1.2815,0.0083,177.0167,7.5703,0.4649,0.4763,10.3049,21.6917
Blast,41.0603,5.6176,7.6437,0.0216,131.2751,7.6186,0.4176,0.3684,7.2436,22.2203
Blast,43.1612,2.5562,6.7819,0.021,83.5993,7.4392,0.4325,0.343,7.1039,23.9185
Scald,40.2657,5.4827,5.9171,0.1298,299.5453,7.7389,0.5602,0.51,11.0291,24.4363
Scald,41.0668,5.5755,7.6647,0.0197,119.2279,7.6114,0.4171,0.3726,7.4356,22.3712
Leaf-folder Injury,43.0031,7.4748,5.4451,0.0903,129.2796,7.1004,0.5326,0.5161,10.4132,23.402
Tungro,42.7526,6.9932,7.6592,0.0086,66.9864,7.4122,0.4116,0.3403,7.5128,23.4963
Blast,43.5595,2.6221,6.8309,0.0179,86.039,7.4219,0.433,0.3479,7.1486,23.7738
Stripes,41.5658,6.116,6.4626,0.0397,85.7859,7.6118,0.3557,0.2632,5.8136,22.7641
Scald,36.5799,7.8001,4.4914,0.0122,454.3064,7.4866,0.5858,0.5892,11.3084,21.8618
Insect Infestation,44.7591,5.3447,5.8318,0.0386,49.5164,7.5032,0.4507,0.3606,6.7053,23.3225
Insect Infestation,38.5749,6.595,5.73,0.0096,225.9132,7.3795,0.455,0.4199,8.5058,22.2967
Scald,42.0626,6.8909,6.6222,0.0185,164.2329,7.0286,0.4643,0.4344,8.5218,22.5532
Stripes,40.8645,7.8684,8.0024,0.032,109.8564,7.0711,0.4416,0.4129,7.7284,22.7369
Scald,43.8924,7.1272,9.2739,0.0375,103.3204,6.8966,0.396,0.3459,7.3091,24.593
Stripes,43.1267,1.7891,8.3938,0.011,112.6323,7.6138,0.3954,0.3178,6.5198,23.2685
Blast,43.0135,9.4088,5.1568,0.0356,104.4155,8.1861,0.5033,0.3943,10.5161,26.0432
Blast,39.0873,6.091,5.1358,0.0533,480.3265,7.4202,0.5295,0.5177,11.0767,22.2715
Blast,40.6673,6.0928,7.2553,0.0199,102.2387,7.2921,0.4299,0.3918,7.9006,22.381
Scald,41.6148,6.1241,6.2384,0.0412,77.6999,7.6486,0.3544,0.2604,5.7087,22.9037
Stripes,40.0329,5.5202,5.5695,0.1308,312.9389,7.7895,0.564,0.5022,10.7847,24.5481
Leaf-folder Injury,37.0803,8.7809,4.3903,0.0361,438.1531,7.4532,0.5248,0.5166,11.0129,22.9842
Healthy,33.0268,8.9151,6.357,0.038,742.2056,7.5863,0.6463,0.6481,13.6884,22.8663
Healthy,40.9962,9.9749,7.4398,0.0831,89.7274,7.5634,0.413,0.3619,7.6512,23.0923
Healthy,44.7637,6.4477,8.0977,0.0359,123.3149,6.8214,0.4659,0.44,7.8678,22.0427
Insect Infestation,37.7325,8.4777,3.7586,0.0473,381.441,7.8291,0.54,0.5023,11.0473,22.3383
Insect Infestation,42.9994,1.9178,8.2863,0.0117,104.8395,7.6169,0.3968,0.3186,6.5174,23.1398
Healthy,44.6224,5.45,5.6883,0.0397,51.6271,7.4502,0.4457,0.3657,6.7807,23.4381
Stripes,40.7829,7.4194,4.798,0.0244,417.8715,7.5379,0.6661,0.6267,11.1207,22.555
Leaf-folder Injury,44.6562,5.7249,5.8131,0.0407,54.8461,7.4824,0.4483,0.3678,6.7286,23.4158
Tungro,38.1325,8.1317,4.5095,0.0247,400.0718,7.5889,0.5959,0.6147,10.7124,21.6707
Blast,43.4314,2.1431,6.7953,0.0208,86.1053,7.4388,0.4369,0.3499,7.0646,23.9499
Healthy,37.1055,9.6409,1.2179,0.0133,225.6138,8.0806,0.4735,0.4657,9.7697,21.6826
Scald,41.7025,5.7813,6.2134,0.0415,83.2114,7.5949,0.3641,0.2656,5.7627,22.9827
Stripes,36.1547,9.5338,5.6828,0.0403,191.1177,8.0232,0.4846,0.4438,12.0202,24.0857
Insect Infestation,36.261,11.0701,5.7703,0.0543,347.8462,8.0765,0.5508,0.5156,12.7855,23.2692
Leaf-folder Injury,35.5358,9.5218,1.5226,0.0223,231.8939,7.9827,0.443,0.4299,9.1408,21.0542
Stripes,43.4446,2.0503,6.9559,0.0163,84.9862,7.4509,0.4316,0.3508,7.1257,23.9404
Tungro,40.1216,5.7672,6.7294,0.0609,291.2285,7.0309,0.4643,0.4402,9.4884,22.6109
Scald,44.948,6.3142,4.7754,0.053,51.4195,7.6801,0.4554,0.379,8.365,24.4406
Stripes,37.4146,6.6151,6.3699,0.0433,313.3654,7.0239,0.5219,0.5079,9.4323,21.0018
Leaf-folder Injury,39.9942,5.9889,4.9428,0.0439,459.5274,7.505,0.5305,0.5193,10.9756,22.2441
Tungro,36.7475,7.3737,0.9946,0.002,265.7626,7.7714,0.4447,0.4121,9.4518,21.7668
Stripes,40.9535,6.4341,7.0228,0.0195,101.4428,7.3565,0.4257,0.3957,7.8867,22.1717
Stripes,38.4856,6.0889,6.7267,0.0093,82.6654,7.2259,0.4273,0.395,7.9662,22.0416
Healthy,32.9737,8.9616,6.7009,0.0394,821.4326,7.6724,0.642,0.6437,13.4435,22.9471
Blast,40.0025,6.1291,7.2128,0.0636,290.6425,6.9743,0.4666,0.4464,9.4741,22.6357
Tungro,36.9897,8.6438,3.3912,0.0514,380.7998,7.801,0.549,0.5248,11.0357,22.1133
Insect Infestation,42.7649,6.4943,5.3299,0.009,159.8907,8.1048,0.4939,0.4173,10.1345,25.3713
Tungro,40.6958,9.9577,7.2006,0.0789,87.0511,7.5947,0.4093,0.3625,7.6464,23.1989
Leaf-folder Injury,34.111,8.8633,5.544,0.0399,341.2915,7.5974,0.6218,0.5873,12.9597,23.266
Stripes,43.865,7.1715,9.2458,0.0389,105.764,6.9464,0.3893,0.3357,7.3403,24.7092
Healthy,35.4671,10.3527,1.6863,0.0099,271.5918,7.9148,0.4564,0.4375,10.2903,21.819
Leaf-folder Injury,42.9314,7.9044,5.5766,0.0646,71.3561,7.4417,0.4388,0.3568,7.7341,24.7615
Healthy,44.4128,6.8257,6.3074,0.0372,122.2763,6.7104,0.4554,0.3866,8.8117,25.5586
Leaf-folder Injury,40.9748,5.537,7.7255,0.0212,133.8009,7.5848,0.4201,0.3728,7.2161,22.403
Healthy,42.3918,6.6167,6.4078,0.0267,86.0574,7.4419,0.5039,0.4915,8.9016,23.5879
